ticker sector industry price market_cap recommendation
WMAR Services "Specialty Retail, Other" 10.78 271.35M 3.00
WMGI Healthcare "Medical Appliances & Equipment" 27.93 2.85B 1.90
WOOF Services "Personal Services" 91.87 7.55B 2.60
WPPGY   108.94 27.71B 1.70
WPRT "Consumer Goods" "Auto Parts" 1.35 148.79M 2.40
WRES index_error index_error 0.09  index_error
WRLD Financial "Credit Services" 55.96 485.12M 3.80
WRN   1.00 95.09M none
WSBC Financial "Regional - Mid-Atlantic Banks" 40.23 1.77B 2.60
WSBF Financial "Savings & Loans" 19.525 424.28M 3.00
WSFS Financial "Regional - Mid-Atlantic Banks" 47.15 1.51B 1.70
WSFSL   25.65 823.26M none
WSTC Technology "Diversified Communication Services" 24.15 2.01B 2.10
WSTL Technology "Communication Equipment" 0.681 41.93M 2.00
WTBA Financial "Regional - Southwest  Banks" 24.00 388.49M 3.00
WTFC Financial "Regional - Midwest Banks" 72.4299 3.80B 2.50
WTFCM   27.01 1.42B none
WTFCW index_error index_error 50.25  none
WTT Technology "Communication Equipment" 1.48 32.91M none
WWD "Industrial Goods" "Aerospace\u002FDefense Products & Services" 67.41 4.13B 2.50
WWWW index_error index_error 24.72  index_error
WYNN Services "Resorts & Casinos" 122.14 12.42B 2.40
WYY Technology "Information Technology Services" 0.4369 36.18M 2.00
XBIT Healthcare Biotechnology 10.25 360.27M 3.00
XCRA Technology "Semiconductor Equipment & Materials" 9.775 530.40M 2.60
XLNX Technology "Semiconductor - Integrated Circuits" 63.49 15.81B 2.70
XNET Technology "Application Software" 3.57 236.27M 2.00
XNPT index_error index_error   index_error
XONE "Industrial Goods" "Diversified Machinery" 10.37 167.38M 2.00
XOOM index_error index_error 24.91  index_error
XPL "Basic Materials" Gold 0.696 26.93M 2.00
XPL.A index_error index_error 1  index_error
XRA "Basic Materials" Gold 1.63 144.61M 3.00
XRA.A index_error index_error 1  index_error
XRAY Healthcare "Medical Instruments & Supplies" 65.4802 15.04B 2.10
XTNT   0.4692 8.49M 2.30
XXIA Technology "Internet Software & Services" 19.65  3.50
XXII Healthcare Biotechnology 1.291 117.09M 2.00
XXII.A index_error index_error 1  index_error
YDLE index_error index_error 17.37  2.00
YGRO.A index_error index_error 17  index_error
YHOO Technology "Internet Information Providers" 48.455 46.67B 2.40
YNDX Technology "Internet Information Providers" 27.51 8.89B 2.20
YORW Utilities "Water Utilities" 34.25 440.35M 4.00
YRCW Services Trucking 8.69 288.69M index_error
YUMA "Basic Materials" "Independent Oil & Gas" 2.13 26.01M 1.00
YUMA-PA index_error index_error 4.98 361.44M index_error
YUMA-PA.A index_error index_error 20  index_error
YUMA.A index_error index_error 1  index_error
YY Technology "Internet Information Providers" 51.2529 2.85B 2.00
Z Technology "Internet Information Providers" 43.59 7.93B 2.30
ZAGG Services "Specialty Retail, Other" 7.95 225.07M 2.00
ZAVVV index_error index_error 23.30  index_error
ZBB index_error index_error 0.75  index_error
ZBB.A index_error index_error 1  index_error
ZBRA "Industrial Goods" "Diversified Machinery" 96.56 5.11B 2.10
ZBZX index_error index_error 1.18  index_error
ZCVVV index_error index_error   index_error
ZEUS "Basic Materials" "Steel & Iron" 18.74 205.45M 2.30
ZFGN Healthcare Biotechnology 4.9302 134.84M 2.70
ZG Technology "Internet Information Providers" 43.81 7.97B 2.30
ZINC index_error index_error   index_error
ZION Financial "Regional - Pacific Banks" 40.75 8.26B 2.30
ZIONW index_error index_error 10.3997  none
ZIONZ index_error index_error 7.09  none
ZIXI Technology "Application Software" 5.51 291.80M 2.00
ZLTQ Healthcare "Medical Appliances & Equipment" 56.48 2.28B 3.00
ZNGA Technology "Multimedia & Graphics Software" 3.22 2.83B 2.60
ZU index_error index_error 17.40  3.00
ZUMZ Services "Specialty Retail, Other" 17.25 430.27M 2.80
